Customer Name,CSP Size,Region,Channel,Product,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022
AD1,S3,EU & Africa,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AD1,S3,EU & Africa,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AE1,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AE1,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AE1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AF1,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AG1,S3,US & CA,Direct,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AG1,S3,US & CA,Direct,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AH1,M4,US & CA,Direct,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AH1,M4,US & CA,Direct,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AI1,L5,US & CA,Direct,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AI1,L5,US & CA,Direct,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AJ1,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AJ1,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AJ1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
AL1,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
AK1,S3,US & CA,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AK1,S3,US & CA,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AM1,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AM1,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AM1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AN1,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AP1,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AQ1,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AR1,M4,US & CA,Channel,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AR1,M4,US & CA,Channel,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AS1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AS1,S1,US & CA,Channel,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AS1,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AY1,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AY1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
AT1,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
AT1,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AT1,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AU1,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AU1,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AU1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AV1,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AV1,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AV1,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AW1,S2,US & CA,Channel,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AW1,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AX1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AX1,S1,US & CA,Channel,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AZ1,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AZ1,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AZ1,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
BA1,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
BB1,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
BB1,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
A12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
A12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
A12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
B12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
C12,S3,APAC,Direct,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
C12,S3,APAC,Direct,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
D12,M4,GCC,Direct,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
D12,M4,GCC,Direct,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
E12,L5,US & CA,Direct,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
E12,L5,US & CA,Direct,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
F12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
F12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
F12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
G12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
G12,S3,APAC,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
G12,S3,APAC,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
H12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
H12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
H12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
J12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
K12,S3,APAC,Direct,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
K12,S3,APAC,Direct,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
L12,M4,APAC,Direct,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
L12,M4,APAC,Direct,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
M12,L5,US & CA,Direct,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
M12,L5,US & CA,Direct,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
M12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
M12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
M12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
N12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
N12,S3,APAC,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
N12,S3,APAC,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
O12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
O12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
O12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
P12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
Q12,S3,APAC,Direct,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
Q12,S3,APAC,Direct,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
R12,M4,US & CA,Direct,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
R12,M4,US & CA,Direct,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
S12,L5,US & CA,Direct,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
S12,L5,US & CA,Direct,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
T12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
T12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
T12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
U12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
V12,S3,APAC,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
V12,S3,APAC,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
W12,S1,EU & Africa,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
W12,S1,EU & Africa,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
W12,S1,EU & Africa,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
X12,S2,EU & Africa,Direct,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
Y12,S3,EU & Africa,Direct,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
Y12,S3,EU & Africa,Direct,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
Z12,M4,EU & Africa,Direct,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
Z12,M4,EU & Africa,Direct,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AA12,L5,EU & Africa,Direct,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AA12,L5,EU & Africa,Direct,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AB12,S1,EU & Africa,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AB12,S1,EU & Africa,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AB12,S1,EU & Africa,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
AC12,S2,EU & Africa,Direct,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
AD12,S3,EU & Africa,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AD12,S3,EU & Africa,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AE12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AE12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AE12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AF12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AG12,S3,US & CA,Direct,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AG12,S3,US & CA,Direct,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AH12,M4,US & CA,Direct,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AH12,M4,US & CA,Direct,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AI12,L5,US & CA,Direct,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AI12,L5,US & CA,Direct,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AJ12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AJ12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AJ12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
AL12,S2,US & CA,Direct,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
AK12,S3,US & CA,Direct,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AK12,S3,US & CA,Direct,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AM12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AM12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AM12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AN12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AP12,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AQ12,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AR12,L5,US & CA,Channel,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AR12,L5,US & CA,Channel,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AS12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AS12,S1,US & CA,Channel,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AS12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AY12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AY12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
AT12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
AT12,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AT12,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AU12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AU12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AU12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AV12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AV12,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AV12,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AW12,S2,US & CA,Channel,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AW12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
AX12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AX12,S1,US & CA,Channel,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AZ12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AZ12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AZ12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
BA12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
BB12,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
BB12,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AS12,S1,EU & Africa,Channel,Haystack,0,0,0,0,0,0,4259.7,5669.64,7546.29,10044.12,14705.61,19573.14,26051.88,31522.77,41956.8
AS12,S1,US & CA,Channel,Hardware,0,0,0,0,0,0,3833.73,5102.67,6791.67,9039.72,13235.04,17615.85,23446.68,28370.49,37761.12
AS12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,3450.36,4592.4,6112.5,8135.73,11911.53,15854.25,21102,25533.42,33984.99
AY12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,3105.3,4133.16,5501.25,7322.16,10720.38,14268.84,18991.8,22980.09,30586.5
AY12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,2794.77,3719.85,4951.14,6589.95,9648.33,12841.95,17092.62,20682.09,27527.85
AT12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,2515.29,3347.88,4456.02,5930.94,8683.5,11557.74,15383.37,18613.86,24775.08
AT12,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,2263.77,3013.08,4010.4,5337.87,7815.15,10401.99,13845.03,16752.48,22297.56
AT12,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,2037.39,2711.76,3609.36,4804.08,7033.65,9361.77,12460.53,15077.25,20067.81
AU12,S1,US & CA,Channel,HomePass,0,0,0,0,0,0,9895.5,13170.9,17530.47,23333.07,34161.96,45469.56,60519.99,73229.16,97468.02
AU12,S1,US & CA,Channel,WorkPass,0,0,0,0,0,0,8905.95,11853.81,15777.42,20999.76,30745.74,40922.61,54467.97,65906.25,87721.23
AU12,S1,US & CA,Channel,Haystack,0,0,0,0,0,0,8015.37,10668.45,14199.69,18899.79,27671.19,36830.34,49021.17,59315.64,78949.11
AV12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,7213.83,9601.59,12779.73,17009.82,24904.05,33147.3,44119.05,53384.07,71054.19
AV12,S3,US & CA,Channel,HomePass,0,0,0,0,0,0,6492.45,8641.44,11501.76,15308.82,22413.66,29832.57,39707.16,48045.66,63948.78
AV12,S3,US & CA,Channel,Haystack,0,0,0,0,0,0,5843.19,7777.29,10351.56,13777.95,20172.3,26849.31,35736.45,43241.1,57553.89
AW12,S2,US & CA,Channel,HomePass,0,0,0,0,0,0,5258.88,6999.57,9316.41,12400.14,18155.07,24164.4,32162.79,38916.99,51798.51
AW12,S2,US & CA,Channel,Haystack,0,0,0,0,0,0,4732.98,6299.61,8384.79,11160.15,16339.56,21747.96,28946.52,35025.3,46618.65
